0.01,43,
0.014,45,
0.019,23,
0.023,42,
0.028,41,
0.033,42,
0.037,41,
0.042,42,
0.047,41,
0.052,44,
0.056,44,
0.061,42,
0.065,42,
0.069,44,
0.073,39,
0.078,44,
0.082,41,
0.086,41,
0.09,42,
0.095,40,
0.099,43,
0.104,40,
0.108,45,
0.112,45,
0.116,42,
0.12,119,
0.124,42,
0.128,41,
0.132,43,
0.136,37,
0.141,41,
0.145,45,
0.149,40,
0.153,42,
0.157,42,
0.162,42,
0.166,40,
0.17,43,
0.174,42,
0.178,39,
0.182,41,
0.186,40,
0.19,40,
0.195,44,
0.199,43,
0.203,40,
0.207,44,
0.211,43,
0.215,39,
0.22,39,
0.224,38,
0.228,42,
0.232,42,
0.236,43,
0.24,41,
0.244,41,
0.248,41,
0.253,45,
0.257,46,
0.261,42,
0.265,43,
0.269,42,
0.273,43,
0.277,45,
0.281,65,
0.286,45,
0.29,40,
0.294,40,
0.298,43,
0.302,41,
0.306,41,
0.311,42,
0.315,39,
0.319,41,
0.323,43,
0.327,42,
0.331,41,
0.336,37,
0.34,41,
0.344,41,
0.348,41,
0.352,41,
0.356,41,
0.36,46,
0.364,42,
0.369,40,
0.373,40,
0.377,39,
0.381,42,
0.385,42,
0.39,42,
0.394,99,
0.398,41,
0.402,41,
0.406,41,
0.41,40,
0.415,38,
0.419,45,
0.423,40,
0.427,139,
0.431,41,
0.436,118,
0.44,42,
0.444,44,
0.448,39,
0.452,41,
0.457,41,
0.461,42,
0.465,43,
0.469,41,
0.473,43,
0.477,40,
0.482,41,
0.486,45,
0.49,41,
0.495,38,
0.499,40,
0.503,41,
0.507,40,
0.511,40,
0.515,42,
0.519,43,
0.524,42,
0.528,42,
0.532,41,
0.536,42,
0.54,40,
0.545,45,
0.549,42,
0.553,38,
0.558,40,
0.562,38,
0.566,55,
0.57,38,
0.574,41,
0.578,38,
0.583,42,
0.587,40,
0.591,38,
0.596,44,
0.6,42,
0.604,42,
0.608,42,
0.612,38,
0.616,42,
0.62,45,
0.625,42,
0.629,40,
0.633,150,
0.637,39,
0.641,45,
0.645,40,
0.649,43,
0.653,42,
0.657,39,
0.661,37,
0.666,40,
0.67,43,
0.674,40,
0.678,42,
0.682,45,
0.687,41,
0.691,41,
0.695,41,
0.699,40,
0.703,43,
0.707,41,
0.712,43,
0.717,43,
0.721,43,
0.726,43,
0.73,42,
0.734,38,
0.738,42,
0.742,40,
0.747,40,
0.751,42,
0.755,40,
0.759,41,
0.763,43,
0.767,43,
0.772,40,
0.776,41,
0.78,43,
0.784,39,
0.788,39,
0.792,37,
0.796,44,
0.801,42,
0.805,44,
0.809,42,
0.813,40,
0.817,43,
0.821,38,
0.825,40,
0.833,43,
0.837,43,
0.841,37,
0.845,43,
0.85,41,
0.854,45,
0.858,44,
0.862,44,
0.866,41,
0.87,40,
0.875,61,
0.879,40,
0.883,41,
0.887,39,
0.891,39,
0.895,43,
0.899,39,
0.904,40,
0.908,40,
0.912,40,
0.916,42,
0.92,37,
0.924,43,
0.928,40,
0.933,43,
0.937,43,
0.941,149,
0.945,43,
0.949,42,
0.953,40,
0.957,43,
0.961,41,
0.966,42,
0.97,44,
0.974,42,
0.978,40,
0.982,44,
0.986,42,
0.99,40,
0.994,44,
0.998,44,
1.003,96,
1.007,41,
1.011,43,
1.015,44,
1.019,40,
1.023,44,
1.028,41,
1.032,42,
1.036,41,
1.04,40,
1.044,44,
1.048,42,
1.052,39,
1.056,42,
1.06,44,
1.064,41,
1.068,43,
1.072,40,
1.077,42,
1.081,43,
1.085,42,
1.089,41,
1.093,43,
