0.01,211,
0.014,210,
0.018,210,
0.022,207,
0.026,195,
0.03,191,
0.034,193,
0.038,194,
0.042,194,
0.046,195,
0.051,194,
0.055,187,
0.059,186,
0.063,184,
0.067,183,
0.071,183,
0.075,181,
0.079,180,
0.083,179,
0.088,171,
0.092,167,
0.096,166,
0.1,162,
0.104,160,
0.109,155,
0.113,154,
0.117,153,
0.121,152,
0.125,149,
0.129,147,
0.133,141,
0.137,134,
0.141,131,
0.146,129,
0.151,128,
0.155,125,
0.159,123,
0.164,121,
0.168,119,
0.172,118,
0.176,117,
0.18,115,
0.184,112,
0.189,112,
0.193,111,
0.197,110,
0.201,109,
0.205,108,
0.209,108,
0.213,107,
0.217,106,
0.222,105,
0.226,103,
0.232,102,
0.236,100,
0.241,99,
0.245,99,
0.25,99,
0.254,100,
0.259,100,
0.264,99,
0.269,99,
0.274,99,
0.28,98,
0.284,96,
0.289,94,
0.293,92,
0.297,91,
0.301,90,
0.305,90,
0.31,91,
0.314,92,
0.319,92,
0.323,93,
0.327,94,
0.331,94,
0.335,95,
0.339,94,
0.343,95,
0.348,95,
0.352,95,
0.356,96,
0.36,96,
0.364,97,
0.369,97,
0.373,98,
0.377,99,
0.381,100,
0.385,100,
0.389,96,
0.393,95,
0.397,95,
0.401,95,
0.406,95,
0.41,96,
0.414,97,
0.419,97,
0.423,98,
0.427,99,
0.431,100,
0.435,100,
0.439,101,
0.444,103,
0.448,104,
0.452,106,
0.456,108,
0.461,110,
0.465,113,
0.47,115,
0.474,116,
0.478,119,
0.482,121,
0.486,122,
0.49,124,
0.494,126,
0.499,127,
0.503,130,
0.507,133,
0.511,137,
0.515,140,
0.519,142,
0.524,143,
0.528,144,
0.532,142,
0.536,142,
0.541,142,
0.545,140,
0.549,139,
0.554,138,
0.558,133,
0.562,132,
0.566,132,
0.571,132,
0.575,132,
0.579,132,
0.583,132,
0.587,132,
0.591,132,
0.595,132,
0.599,130,
0.603,129,
0.609,129,
0.613,128,
0.618,128,
0.622,128,
0.626,129,
0.63,129,
0.634,129,
0.638,130,
0.642,130,
0.646,131,
0.65,131,
0.655,131,
0.659,128,
0.663,128,
0.667,129,
0.672,130,
0.676,131,
0.68,132,
0.684,133,
0.689,135,
0.693,135,
0.697,136,
0.701,136,
0.705,137,
0.709,137,
0.713,134,
0.718,134,
0.722,129,
0.726,130,
0.73,131,
0.734,131,
0.738,131,
